StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
https://stackoverflow.com/a/574650/5749570,"Thanks @IAdapter. Note that you should always do a compile before hand because it will just put whatever is in ""target/classes"" in the JAR. This will ensure that the JAR includes any changes you recently made to the source code. So, you should do something like: mvn clean compile assembly:single. – Michael May 31 '11 at 19:03",2,2,,
,"I've edited the question to include the phase binding. I removed the deprecated assembly goal, because no-one needs to know about that. – Duncan Jones Feb 21 '13 at 8:38",3,3,,
,"I've associated the assembly:single goal with the package phase in my project's pom.xml, but it works only when I do a mvn assembly:single from the command line. – Sahil Dave Oct 23 '13 at 14:55",,,,
,Is here any way I can direct the <mainClass> to a class under the test directory? I have a main class under org.core (the directory structure exists under main and test) but maven only includes compiled classes from main and not test. – Prashant Vaidyanathan Jul 16 '14 at 2:10,,,,
,Can we use this metod for java fx jar. Our the default ant jar task is better. But i am facing issues of dependencies with ant jar task.look my Question stackoverflow.com/questions/25915793/… – Mubasher Sep 18 '14 at 16:56,,,,
,"I see that this doesn't add the jars to the uber jar, instead this just adds all the class files to the jar. – pitchblack408 Apr 7 '15 at 16:31",5,5,,
,"Tip: you can also add the element <appendAssemblyId>false</appendAssemblyId> into the configuration to avoid the annoying ""-jar-with-dependencies"" suffix in the name – maxivis May 6 '15 at 19:22",1,1,,
,forget compile and you are screwed. – prayagupd Nov 13 '16 at 0:44,2,4,"I'm keeping it in group 2 because that's the group that talks about 'compile' requirement. Yes, this comment is not in the same conversation. But it is on the same topic (compile).",fine
,"maven assembly plugin could introduce some issues because could override some dependencies, so I cannot tell you to use it! Use the maven Shade plugin instead which works very nice for us. We spent some days to found that the maven assembly plugin overrides some dependencies which break application jar. Have a look there : mkyong.com/maven/create-a-fat-jar-file-maven-shade-plugin – user3774109 Mar 9 '17 at 15:07",,,,
,8 levels of wrapping is insane overdoing it – Niklas Nov 21 '17 at 21:48,,,,
,@maxivis Doing this seems to work but generates some warnings. – Raffi Khatchadourian Feb 1 '18 at 22:41,,,,
,"what if i don't have main method or class, i just need some random java file to be jar? – parlad Jul 20 '18 at 11:02",4,,This should be group 4,"ok, must have missed it"
,@parladneupane leave out the <archive> ...</archive> portion – gerardw Oct 24 '18 at 16:27,4,,,
,"He do not asked to use plugings, maven should be able compile with dependencies itself without strange commands and plugings – user10201743 Nov 20 '18 at 22:04",,,,
,"@user10201743 Just to give a little context: Everything in Maven is a plugin. The compiler? maven-compiler-plugin. Tests? maven-surefire-plugin. These two, including the assembly, are official maven plugins, so they might as well be considered as part of maven (esp. cause, at least now, all three of them are in your effective POM by default). – Adowrath Mar 16 '19 at 18:09",,,,
,I ran into this with the alexa-skills-kit-sdk-for-java which worked well until the instructions to create the WAR barfed in Maven. In 'Developing Your First Skill' it says enter the line command 'mvn org.apache.maven.plugins:maven-assembly-plugin:2.6:assembly -DdescriptorId=jar-with-dependencies package' which does not work. I put the above plug-in in the 'highest POM' (closest to the root file) and ran the line command 'mvn clean compile assembly:single' from that POM (directory) and it worked perfectly. – Richard Bradley Smith May 25 '19 at 1:16,,,,
,"For example if your main class path is src/main/java/com/example/ui/Main.java, you must write like that to pom.xml: <mainClass>com.example.ui.Main</mainClass>. – Halil İbrahim Oymacı Mar 31 at 9:25",,,,
https://stackoverflow.com/a/65049/5749570,Actually thread.stop() does not necessarily prevent finally block from being executed. – Piotr Findeisen Mar 30 '11 at 21:12,2,2,,
,"How about we say that the finally block will be called after the try block, and before control passes to the following statements. That's consistent with the try block involving an infinite loop and hence the finally block never actually being invoked. – Andrzej Doyle Sep 16 '11 at 11:24",1,1,,
,"By @andrzejDoyle definition, it will return success first before going to finally block. Is that correct? – dieend Apr 21 '13 at 7:44",1,1,,
,"@dieend: It will decide that the return value will be success, executes the finally block, then gives back control to the calling function. Nothing will be returned if the finally block throws. – Laurent LA RIZZA Jun 28 '13 at 5:00",1,1,,
,"there is also another case, when we use nested try-catch-finally blocks – ruhungry Mar 22 '14 at 20:39",4,4,,
,"also, finally block is not called in case of exception thrown by daemon thread. – Amrish Pandey Sep 11 '14 at 12:07",5,5,,
,But effective java says otherwise. informit.com/articles/article.aspx?p=1216151&seqNum=7 – Binoy Babu Dec 14 '14 at 3:08,3,3,,
,This is rather interesting that finally would be called when one re-throws his exception in catch() as new RuntimeException. – Mikhail Krutov Aug 16 '15 at 0:22,,,,
,"@BinoyBabu - That's about finalizer, not finally block – avmohan Jan 5 '17 at 10:17",3,3,,
,What about Runtime#halt ? – gstackoverflow Mar 13 '17 at 8:35,,,,
,"@AmrishPandey ""finally block is not called in case of exception thrown by daemon thread"" - really?? [Citation Needed], I think? – SusanW Apr 25 '17 at 12:59",5,,I think missed out these ones.,ok
,@SusanW javarevisited.blogspot.in/2012/03/… – Amrish Pandey Jun 5 '17 at 16:43,5,,,
,@SusanW docs.oracle.com/javase/tutorial/essential/exceptions/… – Amrish Pandey Jun 5 '17 at 16:45,5,,,
,"@AmrishPandey The Oracle page doesn't mention daemons at all. The other (blogger) page discusses a JVM terminating, but fails to go on to show any difference vs a non-daemon thread. Reality is: on System.exit completion (incl shutdown hooks) or other termination, all threads just die where they are standing whether daemon or not: no finallys get executed either way. The blogger is incorrect where they note this as a difference ... try it yourself. – SusanW Jun 5 '17 at 18:21",5,,,
,"@SusanW - Correct. The reason that the daemon thread is not executing finally in that example is reason 3). It is in an infinite loop. If the loop wasn't there, then it could also fail to execute the finally for reason 1). When main method returns (and there are no non-daemon threads) it executes System.exit() ... or the equivalent. Bottom line: daemon threads are NOT an exception to the reasons given by the Answer above. – Stephen C Aug 20 '17 at 1:16",5,,,
,"Infinite loop is not really an exception to the ""finally will be called when try block finishes"" rule. Even with an infinite loop in the try block, the finally block still will execute when the try block finishes, as usual - the try block just does not finish. This is not a special case. – Loduwijk Jan 3 '18 at 15:17",5,,,
,"""The host system dies; eg. power failure, hardware error..."" is not really an exception to the finally block rule either. That's like ""will return 1+1 always return 2?"" ""Not necessarily; a power loss can stop return 1+1 from returning 2."" ... not really a part of the answer. Same thing with #4, the kill -9 example; it is sufficient for #4 and #5 both that #2 ""JVM crash"" is listed, which could be worded ""JVM terminates abruptly"" to better catch all situations. – Loduwijk Jan 3 '18 at 15:20",5,,,
